  0.7720000       2.379000    
   49.01550       1.969500    
   97.25900       1.560000    
   142.3350       1.718700    
   187.4110       1.877500    
   232.4870       2.036200    
   277.5630       2.195000    
   311.1740       2.065500    
   344.7850       1.936000    
   378.3960       1.806500    
   412.0070       1.677000    
   440.0797       1.899000    
   468.1525       2.121000    
   496.2252       2.343000    
   524.2980       2.565000    
   568.5830       2.717500    
   612.8680       2.870000    
   657.1530       3.022500    
   701.4380       3.175000    
   737.6160       3.461000    
   773.7940       3.747000    
   809.9720       4.033000    
   846.1500       4.319000    
   881.5420       4.005700    
   916.9340       3.692500    
   952.3260       3.379200    
   987.7180       3.066000    
   1018.955       3.115200    
   1050.193       3.164500    
   1081.430       3.213800    
   1112.667       3.263000    
   1140.937       3.486800    
   1169.208       3.710500    
   1197.478       3.934200    
   1225.748       4.158000    
   1253.035       3.780500    
   1280.321       3.403000    
   1307.608       3.025500    
   1334.894       2.648000    
   1361.286       2.856700    
   1387.678       3.065500    
   1414.070       3.274200    
   1440.463       3.483000    
   1466.855       3.691700    
   1493.247       3.900500    
   1519.639       4.109200    
   1546.031       4.318000    
   1594.871       3.518000    
   1643.711       2.718000    
   1692.551       1.918000    
   1741.391       1.118000    
   1788.638       1.689500    
   1835.885       2.261000    
   1883.133       2.832500    
   1930.380       3.404000    
   1968.535       3.705800    
   2006.690       4.007500    
   2044.845       4.309300    
   2083.000       4.611000    
   2114.833       4.368400    
   2146.666       4.125800    
   2178.498       3.883100    
   2210.331       3.640500    
   2242.164       3.397900    
   2273.997       3.155300    
   2305.829       2.912700    
   2323.654       24.17940    
   2320.997       47.41770    
   2304.333       92.16530    
   2287.668       136.9129    
   2271.003       181.6605    
   2254.338       226.4082    
   2237.674       271.1558    
   2221.009       315.9034    
   2204.344       360.6510    
   2197.410       387.4842    
   2190.476       414.3175    
   2183.542       441.1508    
   2176.607       467.9840    
   2169.673       494.8172    
   2162.739       521.6505    
   2155.805       548.4837    
   2148.871       575.3170    
   2140.490       610.0471    
   2132.110       644.7773    
   2123.729       679.5074    
