        ID         X         Y         Z
          26 ,   436.4032     ,   266.7965     ,   9.040000    
          26 ,   465.1150     ,   286.2013     ,   9.035000    
          27 ,   507.4082     ,   394.4835     ,   5.468700    
          27 ,   542.1592     ,   375.4864     ,   7.225000    
          27 ,   534.6034     ,   411.8990     ,   5.737500    
          28 ,   507.4082     ,   394.4835     ,   5.468700    
          28 ,   498.7517     ,   357.8395     ,   9.045000    
          28 ,   519.7051     ,   366.8502     ,   8.135000    
          29 ,   634.6710     ,   133.3803     ,   9.038700    
          29 ,   626.1958     ,   167.5659     ,   9.032500    
          29 ,   609.1840     ,   143.7066     ,   9.037500    
          30 ,   676.1376     ,   477.3719     ,   4.375000    
          30 ,   689.5793     ,   502.6858     ,   3.800000    
          30 ,   661.9130     ,   501.0830     ,   3.800000    
          31 ,   734.4678     ,   476.5478     ,   4.300000    
          31 ,   744.9118     ,   505.8912     ,   3.800000    
          31 ,   717.2455     ,   504.2885     ,   3.800000    
          32 ,   930.3430     ,   458.1280     ,  9.9999998E-03
          32 ,   907.9700     ,   487.2120     ,  9.9999998E-03
          32 ,   907.3480     ,   465.8550     ,   6.000000    
          33 ,   919.2940     ,   405.2535     ,   9.125000    
          33 ,   899.3090     ,   432.3790     ,   7.125000    
          33 ,   891.2700     ,   398.9030     ,   8.250000    
          34 ,   859.5717     ,   382.1437     ,   7.787500    
          34 ,   874.8872     ,   420.5213     ,   6.600000    
          34 ,   850.4654     ,   408.6635     ,   6.075000    
          35 ,   951.1100     ,   432.1950     ,  9.9999998E-03
          35 ,   930.3430     ,   458.1280     ,  9.9999998E-03
          35 ,   920.8067     ,   447.0439     ,   7.000000    
          36 ,   703.0346     ,   204.4155     ,   9.059700    
          36 ,   741.8545     ,   192.5015     ,   9.160000    
          36 ,   728.2050     ,   218.4910     ,   9.020000    
          37 ,   970.3380     ,   400.7140     ,  9.9999998E-03
          37 ,   951.1100     ,   432.1950     ,  9.9999998E-03
          37 ,   944.8682     ,   416.0494     ,   10.00000    
          38 ,   995.4090     ,   330.5290     ,  9.9999998E-03
          38 ,   995.1280     ,   366.1140     ,  9.9999998E-03
          38 ,   981.1644     ,   363.8482     ,   11.20000    
          39 ,   981.1644     ,   363.8482     ,   11.20000    
          39 ,   995.1280     ,   366.1140     ,  9.9999998E-03
          39 ,   970.3380     ,   400.7140     ,  9.9999998E-03
          40 ,   980.7566     ,   329.1833     ,   11.10000    
          40 ,   978.7174     ,   289.6246     ,   11.00000    
          40 ,   995.4090     ,   330.5290     ,  9.9999998E-03
          41 ,   978.7174     ,   257.4066     ,   11.50000    
          41 ,   992.1810     ,   238.7680     ,  9.9999998E-03
          41 ,   994.2150     ,   281.4880     ,  9.9999998E-03
          42 ,   991.5905     ,   208.8840     ,  9.9999998E-03
          42 ,   992.1810     ,   238.7680     ,  9.9999998E-03
          42 ,   978.7174     ,   215.8088     ,   11.20000    
          43 ,   939.5809     ,   161.8639     ,   10.89370    
          43 ,   901.0130     ,   166.8720     ,   10.50000    
          43 ,   920.3021     ,   149.6512     ,   10.71880    
          44 ,   1050.037     ,   122.7760     ,   11.71250    
          44 ,   1017.864     ,   91.08600     ,   11.50000    
          44 ,   1050.722     ,   86.20550     ,   11.72500    
          45 ,   987.2817     ,   151.3729     ,   11.50000    
          45 ,   1015.014     ,   150.1494     ,   11.50000    
          45 ,   1002.936     ,   178.7500     ,  9.9999998E-03
          46 ,   2122.578     ,   449.9609     ,   16.26250    
          46 ,   2118.099     ,   416.3154     ,   16.26250    
          46 ,   2145.211     ,   438.0798     ,   17.52500    
          47 ,   1504.218     ,   835.3685     ,   20.14380    
          47 ,   1461.906     ,   841.9290     ,   20.00000    
          47 ,   1485.818     ,   818.1956     ,   20.05000    
          48 ,   1910.023     ,   802.5703     ,   17.90000    
          48 ,   1881.275     ,   812.8215     ,   20.20000    
          48 ,   1887.478     ,   778.4695     ,   15.60000    
          49 ,   1829.411     ,   995.8830     ,   20.95000    
          49 ,   1840.966     ,   1034.824     ,   21.00000    
          49 ,   1816.355     ,   1021.877     ,   21.00000    
          50 ,   1713.161     ,   945.7349     ,   20.76250    
          50 ,   1735.422     ,   980.9049     ,   20.81250    
          50 ,   1708.444     ,   967.2475     ,   20.75000    
          51 ,   1541.202     ,   665.0152     ,   19.50000    
          51 ,   1558.380     ,   692.8301     ,   19.85000    
          51 ,   1523.200     ,   691.3655     ,   19.50000    
          52 ,   1468.307     ,   582.5885     ,   18.08750    
          52 ,   1468.417     ,   618.5720     ,   18.46250    
          52 ,   1447.998     ,   600.6170     ,   18.02500    
          53 ,   1448.716     ,   509.8752     ,   16.15000    
          53 ,   1449.128     ,   482.7925     ,   15.48750    
          53 ,   1489.449     ,   509.2090     ,   16.47500    
          54 ,   1142.527     ,   577.4421     ,   14.60000    
          54 ,   1140.667     ,   612.6190     ,   14.55000    
          54 ,   1119.063     ,   594.4570     ,   14.20000    
          55 ,   1054.175     ,   349.5785     ,   11.72500    
          55 ,   1027.248     ,   385.0549     ,   11.50000    
          55 ,   1030.919     ,   340.1945     ,   11.50000    
          56 ,   1031.938     ,   211.4030     ,   11.50000    
          56 ,   1010.000     ,   179.0000     ,  9.9999998E-03
          56 ,   1031.460     ,   171.8580     ,   11.50000    
          57 ,   1031.576     ,   257.2680     ,   11.50000    
          57 ,   1013.744     ,   212.0500     ,  9.9999998E-03
          57 ,   1031.938     ,   211.4030     ,   11.50000    
          58 ,   1014.644     ,   298.2570     ,  9.9999998E-03
          58 ,   1014.160     ,   259.5030     ,  9.9999998E-03
          58 ,   1031.576     ,   257.2680     ,   11.50000    
          59 ,   1014.344     ,   336.2150     ,  9.9999998E-03
          59 ,   1014.644     ,   298.2570     ,  9.9999998E-03
          59 ,   1028.880     ,   304.7140     ,   11.50000    
          60 ,   1014.810     ,   377.3410     ,  9.9999998E-03
          60 ,   1014.344     ,   336.2150     ,  9.9999998E-03
          60 ,   1030.919     ,   340.1945     ,   11.50000    
          61 ,   976.9500     ,   564.6655     ,   7.337500    
          61 ,   981.4615     ,   594.1595     ,   7.550000    
          61 ,   952.3310     ,   577.7170     ,   4.800000    
          62 ,   966.8630     ,   440.2280     ,  9.9999998E-03
          62 ,   985.0690     ,   438.0000     ,   11.00000    
          62 ,   970.5610     ,   457.6472     ,   9.000000    
          63 ,   924.1665     ,   539.1393     ,   4.800000    
          63 ,   927.1330     ,   564.0736     ,   4.800000    
          63 ,   901.9350     ,   550.4302     ,   4.800000    
          64 ,   939.3185     ,   473.2250     ,  9.9999998E-03
          64 ,   932.6336     ,   502.9155     ,   5.100000    
          64 ,   911.7740     ,   506.2220     ,  9.9999998E-03
          65 ,   1008.489     ,   412.3790     ,   11.25000    
          65 ,   1014.810     ,   377.3410     ,  9.9999998E-03
          65 ,   1027.248     ,   385.0549     ,   11.50000    
          66 ,   966.8630     ,   440.2280     ,  9.9999998E-03
          66 ,   989.2290     ,   411.9350     ,  9.9999998E-03
          66 ,   985.0690     ,   438.0000     ,   11.00000    
          67 ,   939.3185     ,   473.2250     ,  9.9999998E-03
          67 ,   966.8630     ,   440.2280     ,  9.9999998E-03
          67 ,   970.5610     ,   457.6472     ,   9.000000    
          68 ,   257.0425     ,   22.00100     ,   5.775000    
          68 ,   232.4870     ,   2.036200     ,   5.600000    
          68 ,   277.5630     ,   2.195000     ,   6.000000    
          69 ,   128.0992     ,   23.72460     ,   4.556300    
          69 ,   164.9160     ,   21.37140     ,   4.925000    
          69 ,   142.4210     ,   40.86520     ,   4.650000    
          70 ,   16.62750     ,   147.4230     ,   1.837500    
          70 ,   8.405500     ,   187.0970     ,   1.500000    
          70 ,  -4.464000     ,   164.4570     ,   1.500000    
          71 ,   258.7832     ,   101.8883     ,   5.512500    
          71 ,   236.9907     ,   82.53820     ,   5.362500    
          71 ,   258.3145     ,   61.15700     ,   5.700000    
          72 ,   66.84950     ,   346.9110     ,   1.725000    
          72 ,   81.91600     ,   391.7115     ,   1.500000    
          72 ,   47.65800     ,   373.6470     ,   1.500000    
          73 ,   91.87500     ,   294.9141     ,   1.850000    
          73 ,   69.12500     ,   259.1470     ,   1.725000    
          73 ,   96.01800     ,   258.5690     ,   1.950000    
          74 ,   91.87500     ,   294.9141     ,   1.850000    
          74 ,   62.98450     ,   285.5910     ,   1.612500    
          74 ,   69.12500     ,   259.1470     ,   1.725000    
          75 ,   119.8031     ,   233.7223     ,   2.707000    
          75 ,   82.95970     ,   234.7408     ,   2.062500    
          75 ,   107.2660     ,   211.2080     ,   2.787500    
          76 ,   230.0907     ,   430.0520     ,   2.275000    
          76 ,   245.0285     ,   466.1530     ,   2.050000    
          76 ,   215.9892     ,   463.1555     ,   1.775000    
          77 ,   176.3067     ,   431.0107     ,   1.750000    
          77 ,   165.6635     ,   401.8635     ,   2.000000    
          77 ,   190.4083     ,   397.9072     ,   2.250000    
          78 ,   180.7018     ,   375.2923     ,   2.250000    
          78 ,   215.1530     ,   393.9510     ,   2.500000    
          78 ,   190.4083     ,   397.9072     ,   2.250000    
          79 ,   155.5883     ,   375.8845     ,   2.112500    
          79 ,   170.6265     ,   349.3133     ,   2.362500    
          79 ,   180.7018     ,   375.2923     ,   2.250000    
          80 ,   236.4275     ,   166.2625     ,   5.006200    
          80 ,   237.4595     ,   123.2695     ,   5.175000    
          80 ,   258.4487     ,   144.1947     ,   5.212500    
          81 ,   155.5883     ,   375.8845     ,   2.112500    
          81 ,   145.5130     ,   349.9055     ,   2.225000    
          81 ,   170.6265     ,   349.3133     ,   2.362500    
          82 ,   163.6231     ,   316.1419     ,   2.578100    
          82 ,   120.7655     ,   304.2373     ,   2.087500    
          82 ,   156.6198     ,   282.9706     ,   2.793800    
          83 ,   169.8845     ,   143.0988     ,   4.412500    
          83 ,   145.5782     ,   166.6315     ,   3.687500    
          83 ,   146.5260     ,   121.7595     ,   3.975000    
          84 ,   168.9367     ,   187.9708     ,   4.125000    
          84 ,   145.5782     ,   166.6315     ,   3.687500    
          84 ,   169.8845     ,   143.0988     ,   4.412500    
          85 ,   122.0485     ,   141.9298     ,   3.412500    
          85 ,   121.9785     ,   100.8062     ,   4.037500    
          85 ,   146.5260     ,   121.7595     ,   3.975000    
          86 ,   203.1987     ,   430.5314     ,   2.012500    
          86 ,   176.3067     ,   431.0107     ,   1.750000    
          86 ,   190.4083     ,   397.9072     ,   2.250000    
          87 ,   186.9742     ,   194.6377     ,   4.331200    
          87 ,   180.7054     ,   224.8374     ,   3.812500    
          87 ,   168.9367     ,   187.9708     ,   4.125000    
          88 ,   214.6460     ,   283.0340     ,   3.537500    
          88 ,   257.3570     ,   282.1855     ,   4.112500    
          88 ,   236.8180     ,   304.3640     ,   3.575000    
          89 ,   313.4055     ,   69.89650     ,   6.075000    
          89 ,   280.1070     ,   80.50700     ,   5.850000    
          89 ,   296.2765     ,   60.86430     ,   6.012500    
          90 ,   279.6017     ,   300.6000     ,   4.203100    
          90 ,   236.8180     ,   304.3640     ,   3.575000    
          90 ,   257.3570     ,   282.1855     ,   4.112500    
          91 ,   277.1496     ,   204.4456     ,   5.050000    
          91 ,   296.7954     ,   220.2199     ,   5.100000    
          91 ,   256.7327     ,   236.1147     ,   4.700000    
          92 ,   235.8745     ,   361.1970     ,   3.043700    
          92 ,   256.5960     ,   328.4430     ,   3.587500    
          92 ,   276.3740     ,   352.5220     ,   3.600000    
          93 ,   319.3864     ,   238.5877     ,   5.175000    
          93 ,   339.4177     ,   230.6402     ,   5.375000    
          93 ,   341.9775     ,   256.9555     ,   5.250000    
          94 ,   280.6269     ,   414.7340     ,   3.281200    
          94 ,   285.5928     ,   386.7980     ,   3.562500    
          94 ,   294.8115     ,   421.0740     ,   3.525000    
          95 ,   247.8899     ,   404.3425     ,   2.890600    
          95 ,   280.6269     ,   414.7340     ,   3.281200    
          95 ,   275.6610     ,   442.6700     ,   3.000000    
          96 ,   334.2831     ,   454.8975     ,   3.031200    
          96 ,   322.0073     ,   432.1630     ,   3.262500    
          96 ,   349.2030     ,   443.2520     ,   3.000000    
          97 ,   360.2915     ,   391.1453     ,   5.157500    
          97 ,   337.0355     ,   381.8670     ,   4.275000    
          97 ,   360.1090     ,   364.2560     ,   4.500000    
          98 ,   389.0739     ,   26.60420     ,   7.002500    
          98 ,   425.2815     ,   23.13400     ,   8.010000    
          98 ,   399.7517     ,   51.40200     ,   7.255000    
          99 ,   306.7048     ,   367.1945     ,   3.937500    
          99 ,   342.0662     ,   345.7265     ,   4.637500    
          99 ,   337.0355     ,   381.8670     ,   4.275000    
         100 ,   342.0662     ,   345.7265     ,   4.637500    
         100 ,   367.3450     ,   349.2870     ,   9.070000    
         100 ,   360.1090     ,   364.2560     ,   4.500000    
         101 ,   334.2831     ,   454.8975     ,   3.031200    
         101 ,   298.9593     ,   446.6110     ,   3.062500    
         101 ,   322.0073     ,   432.1630     ,   3.262500    
         102 ,   435.0643     ,   179.8505     ,   9.034700    
         102 ,   402.4750     ,   207.0182     ,   9.040000    
         102 ,   395.5967     ,   176.7642     ,   9.037500    
         103 ,   354.7473     ,   417.1986     ,   4.078800    
         103 ,   360.2915     ,   391.1453     ,   5.157500    
         103 ,   383.5475     ,   400.4235     ,   6.040000    
         104 ,   372.1424     ,   192.5681     ,   9.043800    
         104 ,   395.5967     ,   176.7642     ,   9.037500    
         104 ,   402.4750     ,   207.0182     ,   9.040000    
         105 ,   279.6017     ,   300.6000     ,   4.203100    
         105 ,   301.8465     ,   319.0145     ,   4.293700    
         105 ,   256.5960     ,   328.4430     ,   3.587500    
         106 ,   399.7517     ,   51.40200     ,   7.255000    
         106 ,   413.6372     ,   95.55060     ,   9.027500    
         106 ,   374.2220     ,   79.67000     ,   6.500000    
         107 ,   308.1480     ,   184.7225     ,   5.375000    
         107 ,   336.8580     ,   204.3250     ,   5.500000    
         107 ,   296.7954     ,   220.2199     ,   5.100000    
         108 ,   381.6479     ,   53.13710     ,   6.751300    
         108 ,   389.0739     ,   26.60420     ,   7.002500    
         108 ,   399.7517     ,   51.40200     ,   7.255000    
         109 ,   344.2935     ,   89.12080     ,   6.237500    
         109 ,   332.9940     ,   117.8962     ,   7.507500    
         109 ,   314.3650     ,   98.57150     ,   5.975000    
         110 ,   344.2935     ,   89.12080     ,   6.237500    
         110 ,   366.8447     ,   92.21960     ,   9.030000    
         110 ,   348.6230     ,   116.6360     ,   6.100000    
         111 ,   313.4055     ,   69.89650     ,   6.075000    
         111 ,   314.3650     ,   98.57150     ,   5.975000    
         111 ,   280.1070     ,   80.50700     ,   5.850000    
         112 ,   683.3420     ,   41.38700     ,   9.350000    
         112 ,   657.1530     ,   3.022500     ,   9.250000    
         112 ,   701.4380     ,   3.175000     ,   9.500000    
         113 ,   706.7853     ,   178.5643     ,   9.044800    
         113 ,   741.8545     ,   192.5015     ,   9.160000    
         113 ,   703.0346     ,   204.4155     ,   9.059700    
         114 ,   514.6240     ,   25.81770     ,   8.770000    
         114 ,   496.2252     ,   2.343000     ,   8.125000    
         114 ,   524.2980     ,   2.565000     ,   8.500000    
         115 ,   440.0600     ,   304.4144     ,   9.049400    
         115 ,   415.0050     ,   322.6276     ,   9.063800    
         115 ,   412.1180     ,   287.6601     ,   9.047500    
         116 ,   363.7382     ,   155.2591     ,   7.392500    
         116 ,   388.7185     ,   146.5101     ,   9.035000    
         116 ,   395.5967     ,   176.7642     ,   9.037500    
         117 ,   368.6707     ,   131.5731     ,   7.567500    
         117 ,   388.7185     ,   146.5101     ,   9.035000    
         117 ,   363.7382     ,   155.2591     ,   7.392500    
         118 ,   306.2160     ,   141.5081     ,   6.378700    
         118 ,   332.9940     ,   117.8962     ,   7.507500    
         118 ,   351.6230     ,   137.2210     ,   9.040000    
         119 ,   391.1540     ,   113.5618     ,   8.297500    
         119 ,   368.6707     ,   131.5731     ,   7.567500    
         119 ,   348.6230     ,   116.6360     ,   6.100000    
         120 ,   373.5546     ,   239.0160     ,   7.210000    
         120 ,   339.4177     ,   230.6402     ,   5.375000    
         120 ,   356.4813     ,   215.7170     ,   9.050000    
         121 ,   372.1424     ,   192.5681     ,   9.043800    
         121 ,   336.8580     ,   204.3250     ,   5.500000    
         121 ,   338.7580     ,   164.0080     ,   5.750000    
         122 ,   385.6195     ,   288.3896     ,   9.053800    
         122 ,   389.7315     ,   318.4736     ,   9.058700    
         122 ,   359.1210     ,   289.1190     ,   9.060000    
         123 ,   366.3378     ,   264.0675     ,   8.135000    
         123 ,   344.5372     ,   283.2707     ,   5.125000    
         123 ,   341.9775     ,   256.9555     ,   5.250000    
         124 ,   400.7197     ,   379.0093     ,   7.560000    
         124 ,   383.5475     ,   400.4235     ,   6.040000    
         124 ,   360.2915     ,   391.1453     ,   5.157500    
         125 ,   392.6185     ,   353.4410     ,   9.075000    
         125 ,   400.7197     ,   379.0093     ,   7.560000    
         125 ,   360.1090     ,   364.2560     ,   4.500000    
         126 ,   431.6161     ,   349.5778     ,   9.050000    
         126 ,   432.4797     ,   372.0319     ,   6.000000    
         126 ,   417.8920     ,   357.5950     ,   9.080000    
         127 ,   469.0660     ,   80.35170     ,   9.032200    
         127 ,   504.9500     ,   49.07050     ,   9.040000    
         127 ,   495.4368     ,   89.51270     ,   9.035600    
         128 ,   438.1540     ,   470.4480     ,   3.950000    
         128 ,   455.2000     ,   489.9580     ,   3.400000    
         128 ,   422.6055     ,   486.5370     ,   3.200000    
         129 ,   437.6614     ,   391.8951     ,   6.025000    
         129 ,   400.7197     ,   379.0093     ,   7.560000    
         129 ,   432.4797     ,   372.0319     ,   6.000000    
         130 ,   507.4082     ,   394.4835     ,   5.468700    
         130 ,   486.0240     ,   421.2581     ,   4.850000    
         130 ,   477.3878     ,   389.3042     ,   5.200000    
         131 ,   392.6185     ,   353.4410     ,   9.075000    
         131 ,   389.7315     ,   318.4736     ,   9.058700    
         131 ,   415.0050     ,   322.6276     ,   9.063800    
         132 ,   541.6035     ,   14.26760     ,   8.760000    
         132 ,   514.6240     ,   25.81770     ,   8.770000    
         132 ,   524.2980     ,   2.565000     ,   8.500000    
         133 ,   469.0660     ,   80.35170     ,   9.032200    
         133 ,   442.6951     ,   71.19070     ,   9.028800    
         133 ,   471.7530     ,   46.83070     ,   9.030000    
         134 ,   618.0580     ,   396.5447     ,   6.315000    
         134 ,   595.0420     ,   381.9303     ,   6.490000    
         134 ,   618.2910     ,   367.0885     ,   7.580000    
         135 ,   639.0570     ,   41.23450     ,   9.100000    
         135 ,   612.8680     ,   2.870000     ,   9.000000    
         135 ,   657.1530     ,   3.022500     ,   9.250000    
         136 ,   785.2103     ,   360.2032     ,   7.288800    
         136 ,   769.4438     ,   403.8705     ,   6.000000    
         136 ,   754.7947     ,   356.3050     ,   8.000000    
         137 ,   694.7038     ,   379.6536     ,   7.341200    
         137 ,   667.2487     ,   376.3722     ,   7.182500    
         137 ,   671.0184     ,   349.7115     ,   8.265000    
         138 ,   823.6605     ,   23.12100     ,   10.31250    
         138 ,   809.9720     ,   4.033000     ,   10.25000    
         138 ,   846.1500     ,   4.319000     ,   10.50000    
         139 ,   807.1380     ,   162.4229     ,   9.741900    
         139 ,   839.8988     ,   144.8393     ,   10.08750    
         139 ,   830.5257     ,   180.0556     ,   9.846200    
         140 ,   751.3844     ,   287.4267     ,   8.791900    
         140 ,   798.0475     ,   286.8565     ,   9.132500    
         140 ,   764.6494     ,   310.1195     ,   8.505000    
         141 ,   707.0195     ,   347.3271     ,   8.071300    
         141 ,   668.6642     ,   322.4095     ,   8.645000    
         141 ,   691.8802     ,   311.7192     ,   8.642500    
         142 ,   709.3555     ,   127.0017     ,   9.212500    
         142 ,   684.1665     ,   112.1723     ,   9.217500    
         142 ,   708.1750     ,   101.2905     ,   9.395000    
         143 ,   673.0919     ,   265.6656     ,   9.024700    
         143 ,   655.7083     ,   245.0902     ,   9.026600    
         143 ,   679.8739     ,   236.2238     ,   9.024400    
         144 ,   733.3355     ,   50.97550     ,   9.650000    
         144 ,   703.1187     ,   46.88140     ,   9.461200    
         144 ,   710.4790     ,   22.42400     ,   9.550000    
         145 ,   514.6308     ,   256.1954     ,   9.038800    
         145 ,   488.3887     ,   255.7408     ,   9.035000    
         145 ,   511.6625     ,   225.2803     ,   9.035000    
         146 ,   626.0060     ,   66.53620     ,   9.075000    
         146 ,   611.6395     ,   33.20820     ,   9.055000    
         146 ,   639.0570     ,   41.23450     ,   9.100000    
         147 ,   543.1167     ,   247.9069     ,   9.035300    
         147 ,   541.6326     ,   232.4493     ,   9.033400    
         147 ,   571.6026     ,   239.6184     ,   9.031900    
         148 ,   598.6750     ,   60.04310     ,   9.067500    
         148 ,   584.2220     ,   25.18200     ,   9.010000    
         148 ,   611.6395     ,   33.20820     ,   9.055000    
         149 ,   586.9805     ,   126.3306     ,   9.042500    
         149 ,   561.4935     ,   136.6569     ,   9.041300    
         149 ,   564.7770     ,   108.9546     ,   9.047500    
         150 ,   538.7567     ,   474.2092     ,   4.062500    
         150 ,   555.9710     ,   497.4770     ,   3.875000    
         150 ,   520.3890     ,   496.8000     ,   3.800000    
         151 ,   504.6685     ,   472.1602     ,   3.925000    
         151 ,   487.7945     ,   493.3790     ,   3.600000    
         151 ,   467.8880     ,   461.8482     ,   4.500000    
         152 ,   640.6520     ,   414.5170     ,   5.575000    
         152 ,   617.8250     ,   426.0010     ,   5.050000    
         152 ,   618.0580     ,   396.5447     ,   6.315000    
         153 ,   553.3872     ,   430.4340     ,   4.868800    
         153 ,   534.6034     ,   411.8990     ,   5.737500    
         153 ,   566.3405     ,   394.4860     ,   5.400000    
         154 ,   369.6070     ,   463.1840     ,   3.000000    
         154 ,   390.0110     ,   483.1160     ,   3.000000    
         154 ,   346.5590     ,   477.6320     ,   2.800000    
         155 ,   486.0240     ,   421.2581     ,   4.850000    
         155 ,   460.1155     ,   410.8947     ,   6.050000    
         155 ,   477.3878     ,   389.3042     ,   5.200000    
         156 ,   395.3575     ,   457.0610     ,   3.750000    
         156 ,   422.6055     ,   486.5370     ,   3.200000    
         156 ,   390.0110     ,   483.1160     ,   3.000000    
         157 ,   376.5772     ,   431.8038     ,   4.520000    
         157 ,   369.6070     ,   463.1840     ,   3.000000    
         157 ,   349.2030     ,   443.2520     ,   3.000000    
         158 ,   507.4082     ,   394.4835     ,   5.468700    
         158 ,   519.7051     ,   366.8502     ,   8.135000    
         158 ,   542.1592     ,   375.4864     ,   7.225000    
         159 ,   543.1167     ,   247.9069     ,   9.035300    
         159 ,   517.5990     ,   287.1106     ,   9.042500    
         159 ,   514.6308     ,   256.1954     ,   9.038800    
         160 ,   454.0325     ,   350.0779     ,   9.044800    
         160 ,   432.4797     ,   372.0319     ,   6.000000    
         160 ,   431.6161     ,   349.5778     ,   9.050000    
         161 ,   438.1540     ,   470.4480     ,   3.950000    
         161 ,   467.8880     ,   461.8482     ,   4.500000    
         161 ,   455.2000     ,   489.9580     ,   3.400000    
         162 ,   454.0325     ,   350.0779     ,   9.044800    
         162 ,   463.5700     ,   369.4410     ,   6.000000    
         162 ,   437.6614     ,   391.8951     ,   6.025000    
         163 ,   478.2515     ,   355.6231     ,   9.040000    
         163 ,   477.3878     ,   389.3042     ,   5.200000    
         163 ,   463.5700     ,   369.4410     ,   6.000000    
         164 ,   395.3575     ,   457.0610     ,   3.750000    
         164 ,   376.5772     ,   431.8038     ,   4.520000    
         164 ,   421.9480     ,   444.6180     ,   6.000000    
         165 ,   437.6614     ,   391.8951     ,   6.025000    
         165 ,   477.3878     ,   389.3042     ,   5.200000    
         165 ,   460.1155     ,   410.8947     ,   6.050000    
