C Datensatz 300 , time = 0.000000
C         X              Y       Laenge          h_magnitude [m]           Z [m] 
        0.00000        0.12000        0.00000        0.00000       -0.00000
       -0.00000        0.12000        0.00000        0.00000       -0.00000
        0.12000        0.12000        0.12000        0.00996       -0.01200
        0.12500        0.12000        0.12500        0.01037       -0.01250
        0.24500        0.12000        0.24500        0.02034       -0.02450
        0.25000        0.12000        0.25000        0.02075       -0.02500
        0.37000        0.12000        0.37000        0.03071       -0.03700
        0.37500        0.12000        0.37500        0.03112       -0.03750
        0.49500        0.12000        0.49500        0.04108       -0.04950
        0.50000        0.12000        0.50000        0.04150       -0.05000
        0.62000        0.12000        0.62000        0.05146       -0.06200
        0.62500        0.12000        0.62500        0.05187       -0.06250
        0.74500        0.12000        0.74500        0.06183       -0.07450
        0.75000        0.12000        0.75000        0.06225       -0.07500
        0.87000        0.12000        0.87000        0.07221       -0.08700
        0.87500        0.12000        0.87500        0.07262       -0.08750
        0.99500        0.12000        0.99500        0.08258       -0.09950
        1.00000        0.12000        1.00000        0.08300       -0.10000
        1.12000        0.12000        1.12000        0.09296       -0.11200
        1.12500        0.12000        1.12500        0.09337       -0.11250
        1.24500        0.12000        1.24500        0.10334       -0.12450
        1.25000        0.12000        1.25000        0.10375       -0.12500
        1.37000        0.12000        1.37000        0.11371       -0.13700
        1.37500        0.12000        1.37500        0.11412       -0.13750
        1.49500        0.12000        1.49500        0.12409       -0.14950
        1.50000        0.12000        1.50000        0.12450       -0.15000
        1.62000        0.12000        1.62000        0.13446       -0.16200
        1.62500        0.12000        1.62500        0.13487       -0.16250
        1.74500        0.12000        1.74500        0.14483       -0.17450
        1.75000        0.12000        1.75000        0.14525       -0.17500
        1.87000        0.12000        1.87000        0.15521       -0.18700
        1.87500        0.12000        1.87500        0.15563       -0.18750
        1.99500        0.12000        1.99500        0.16558       -0.19950
        2.00000        0.12000        2.00000        0.16600       -0.20000
        2.12000        0.12000        2.12000        0.17596       -0.21200
        2.12500        0.12000        2.12500        0.17638       -0.21250
        2.24500        0.12000        2.24500        0.18633       -0.22450
        2.25000        0.12000        2.25000        0.18675       -0.22500
        2.37000        0.12000        2.37000        0.19517       -0.23700
        2.37500        0.12000        2.37500        0.19541       -0.23750
        2.49500        0.12000        2.49500        0.19390       -0.24950
        2.50000        0.12000        2.50000        0.19385       -0.25000
        2.62000        0.12000        2.62000        0.19248       -0.26200
        2.62500        0.12000        2.62500        0.19243       -0.26250
        2.74500        0.12000        2.74500        0.19119       -0.27450
        2.75000        0.12000        2.75000        0.19115       -0.27500
        2.87000        0.12000        2.87000        0.19003       -0.28700
        2.87500        0.12000        2.87500        0.18999       -0.28750
        2.99500        0.12000        2.99500        0.18897       -0.29950
        3.00000        0.12000        3.00000        0.18894       -0.30000
        3.12000        0.12000        3.12000        0.18801       -0.31200
        3.12500        0.12000        3.12500        0.18799       -0.31250
        3.24500        0.12000        3.24500        0.18715       -0.32450
        3.25000        0.12000        3.25000        0.18712       -0.32500
        3.37000        0.12000        3.37000        0.18637       -0.33700
        3.37500        0.12000        3.37500        0.18634       -0.33750
        3.49500        0.12000        3.49500        0.18566       -0.34950
        3.50000        0.12000        3.50000        0.18564       -0.35000
        3.62000        0.12000        3.62000        0.18503       -0.36200
        3.62500        0.12000        3.62500        0.18501       -0.36250
        3.74500        0.12000        3.74500        0.18446       -0.37450
        3.75000        0.12000        3.75000        0.18445       -0.37500
        3.87000        0.12000        3.87000        0.18396       -0.38700
        3.87500        0.12000        3.87500        0.18394       -0.38750
        3.99500        0.12000        3.99500        0.18351       -0.39950
        4.00000        0.12000        4.00000        0.18350       -0.40000
        4.12000        0.12000        4.12000        0.18312       -0.41200
        4.12500        0.12000        4.12500        0.18311       -0.41250
        4.24500        0.12000        4.24500        0.18278       -0.42450
        4.25000        0.12000        4.25000        0.18277       -0.42500
        4.37000        0.12000        4.37000        0.18249       -0.43700
        4.37500        0.12000        4.37500        0.18248       -0.43750
        4.49500        0.12000        4.49500        0.18224       -0.44950
        4.50000        0.12000        4.50000        0.18223       -0.45000
        4.62000        0.12000        4.62000        0.18222       -0.45000
        4.62500        0.12000        4.62500        0.18222       -0.45000
        4.74500        0.12000        4.74500        0.18222       -0.45000
        4.75000        0.12000        4.75000        0.18222       -0.45000
        4.87000        0.12000        4.87000        0.18222       -0.45000
        4.87500        0.12000        4.87500        0.18222       -0.45000
        4.99500        0.12000        4.99500        0.18222       -0.45000
        5.00000        0.12000        5.00000        0.18222       -0.45000
        5.12000        0.12000        5.12000        0.18222       -0.45000
        5.12500        0.12000        5.12500        0.18222       -0.45000
        5.24500        0.12000        5.24500        0.18222       -0.45000
        5.25000        0.12000        5.25000        0.18222       -0.45000
        5.37000        0.12000        5.37000        0.18222       -0.45000
        5.37500        0.12000        5.37500        0.18222       -0.45000
        5.49500        0.12000        5.49500        0.18222       -0.45000
        5.50000        0.12000        5.50000        0.18222       -0.45000
        5.62000        0.12000        5.62000        0.18222       -0.45000
        5.62500        0.12000        5.62500        0.18222       -0.45000
        5.74500        0.12000        5.74500        0.18222       -0.45000
        5.75000        0.12000        5.75000        0.18222       -0.45000
        5.87000        0.12000        5.87000        0.18222       -0.45000
        5.87500        0.12000        5.87500        0.18222       -0.45000
        5.99500        0.12000        5.99500        0.18222       -0.45000
        6.00000        0.12000        6.00000        0.18222       -0.45000
        6.12000        0.12000        6.12000        0.18222       -0.45000
        6.12500        0.12000        6.12500        0.18222       -0.45000
        6.24500        0.12000        6.24500        0.18222       -0.45000
        6.25000        0.12000        6.25000        0.18222       -0.45000
        6.37000        0.12000        6.37000        0.18222       -0.45000
        6.37500        0.12000        6.37500        0.18222       -0.45000
        6.49500        0.12000        6.49500        0.18222       -0.45000
        6.50000        0.12000        6.50000        0.18222       -0.45000
        6.62000        0.12000        6.62000        0.18222       -0.45000
        6.62500        0.12000        6.62500        0.18222       -0.45000
        6.74500        0.12000        6.74500        0.18222       -0.45000
        6.75000        0.12000        6.75000        0.18222       -0.45000
        6.87000        0.12000        6.87000        0.18222       -0.45000
        6.87500        0.12000        6.87500        0.18222       -0.45000
        6.99500        0.12000        6.99500        0.18222       -0.45000
        7.00000        0.12000        7.00000        0.18222       -0.45000
        7.12000        0.12000        7.12000        0.18222       -0.45000
        7.12500        0.12000        7.12500        0.18222       -0.45000
        7.24500        0.12000        7.24500        0.18222       -0.45000
        7.25000        0.12000        7.25000        0.18222       -0.45000
        7.37000        0.12000        7.37000        0.18222       -0.45000
        7.37500        0.12000        7.37500        0.18222       -0.45000
