 *****************************
 *****************************
 *****************************
           Time    Hsig  RTpeak    Tm01    Tm02   Tm_10    FSpr     Dir    Dspr   PkDir
 *****************************
 *****************************
 *****************************
 20000101.001810    2    0.86   14.28    8.72    7.91   10.50    5.11  264.77  264.77  265.00
 20000101.001820    1    0.86   14.28    8.48    7.74   10.17    5.30  264.77  264.77  265.00
 20000101.001820    2    0.85   14.28    8.66    7.88   10.35    5.11  264.77  264.77  265.00
 20000101.001830    1    0.88   14.28    8.59    7.81   10.37    5.32  264.76  264.76  265.00
 20000101.001830    2    0.86   14.28    8.72    7.91   10.50    5.10  264.77  264.77  265.00
 20000101.001840    1    0.86   14.28    8.48    7.74   10.17    5.30  264.77  264.77  265.00
 20000101.001840    2    0.85   14.28    8.65    7.88   10.35    5.11  264.77  264.77  265.00
 20000101.001850    1    0.88   14.28    8.59    7.80   10.37    5.31  264.76  264.76  265.00
 20000101.001850    2    0.86   14.28    8.72    7.91   10.49    5.09  264.78  264.78  265.00
 20000101.001900    1    0.87   14.28    8.48    7.74   10.17    5.31  264.77  264.77  265.00
 20000101.001900    2    0.85   14.28    8.66    7.88   10.36    5.13  264.76  264.76  265.00
 20000101.001910    1    0.88   14.28    8.59    7.80   10.36    5.30  264.77  264.77  265.00
 20000101.001910    2    0.85   14.28    8.72    7.91   10.50    5.08  264.78  264.78  265.00
 20000101.001920    1    0.86   14.28    8.48    7.74   10.17    5.31  264.77  264.77  265.00
 20000101.001920    2    0.85   14.28    8.66    7.88   10.36    5.14  264.75  264.75  265.00
 20000101.001930    1    0.88   14.28    8.59    7.81   10.37    5.30  264.77  264.77  265.00
 20000101.001930    2    0.86   14.28    8.72    7.91   10.50    5.08  264.78  264.78  265.00
 20000101.001940    1    0.86   14.28    8.48    7.74   10.17    5.31  264.77  264.77  265.00
 20000101.001940    2    0.85   14.28    8.65    7.88   10.35    5.12  264.76  264.76  265.00
 20000101.001950    1    0.88   14.28    8.59    7.80   10.36    5.31  264.77  264.77  265.00
 20000101.001950    2    0.86   14.28    8.72    7.91   10.50    5.11  264.77  264.77  265.00
 20000101.002000    1    0.86   14.28    8.48    7.74   10.17    5.30  264.77  264.77  265.00
 20000101.002000    2    0.85   14.28    8.65    7.87   10.35    5.10  264.77  264.77  265.00
 20000101.002010    1    0.88   14.28    8.59    7.80   10.36    5.32  264.76  264.76  265.00
 20000101.002010    2    0.86   14.28    8.72    7.90   10.49    5.12  264.76  264.76  265.00
 20000101.002020    1    0.86   14.28    8.48    7.73   10.17    5.30  264.77  264.77  265.00
 20000101.002020    2    0.85   14.28    8.65    7.87   10.35    5.10  264.77  264.77  265.00
 20000101.002030    1    0.88   14.28    8.58    7.79   10.36    5.32  264.76  264.76  265.00
 20000101.002030    2    0.86   14.28    8.71    7.89   10.49    5.10  264.77  264.77  265.00
 20000101.002040    1    0.86   14.28    8.48    7.73   10.17    5.30  264.77  264.77  265.00
 20000101.002040    2    0.85   14.28    8.65    7.86   10.35    5.13  264.76  264.76  265.00
 20000101.002050    1    0.88   14.28    8.58    7.79   10.35    5.31  264.77  264.77  265.00
 20000101.002050    2    0.85   14.28    8.71    7.88   10.49    5.08  264.78  264.78  265.00
 20000101.002100    1    0.86   14.28    8.47    7.72   10.17    5.31  264.77  264.77  265.00
 20000101.002100    2    0.85   14.28    8.64    7.85   10.35    5.14  264.75  264.75  265.00
 20000101.002110    1    0.88   14.28    8.57    7.78   10.35    5.30  264.77  264.77  265.00
 20000101.002110    2    0.86   14.28    8.71    7.88   10.49    5.08  264.79  264.79  265.00
 20000101.002120    1    0.86   14.28    8.47    7.71   10.17    5.31  264.77  264.77  265.00
 20000101.002120    2    0.85   14.28    8.64    7.85   10.34    5.13  264.76  264.76  265.00
 20000101.002130    1    0.88   14.28    8.57    7.77   10.35    5.31  264.77  264.77  265.00
 20000101.002130    2    0.86   14.28    8.71    7.88   10.49    5.10  264.77  264.77  265.00
 20000101.002140    1    0.87   14.28    8.47    7.71   10.17    5.30  264.77  264.77  265.00
 20000101.002140    2    0.85   14.28    8.64    7.85   10.34    5.10  264.77  264.77  265.00
 20000101.002150    1    0.88   14.28    8.57    7.77   10.35    5.32  264.77  264.77  265.00
 20000101.002150    2    0.86   14.28    8.71    7.89   10.49    5.12  264.76  264.76  265.00
 20000101.002200    1    0.87   14.28    8.47    7.71   10.17    5.29  264.77  264.77  265.00
 20000101.002200    2    0.85   14.28    8.64    7.85   10.35    5.10  264.78  264.78  265.00
 20000101.002210    1    0.88   14.28    8.57    7.78   10.35    5.32  264.76  264.76  265.00
 20000101.002210    2    0.86   14.28    8.71    7.89   10.49    5.11  264.77  264.77  265.00
 20000101.002220    1    0.87   14.28    8.47    7.72   10.17    5.29  264.77  264.77  265.00
 20000101.002220    2    0.85   14.28    8.65    7.86   10.35    5.12  264.76  264.76  265.00
 20000101.002230    1    0.88   14.28    8.57    7.78   10.35    5.31  264.77  264.77  265.00
 20000101.002230    2    0.85   14.28    8.71    7.88   10.48    5.08  264.78  264.78  265.00
 20000101.002240    1    0.87   14.28    8.47    7.72   10.17    5.31  264.77  264.77  265.00
 20000101.002240    2    0.85   14.28    8.65    7.86   10.35    5.14  264.75  264.75  265.00
 20000101.002250    1    0.88   14.28    8.57    7.78   10.35    5.30  264.77  264.77  265.00
 20000101.002250    2    0.86   14.28    8.71    7.88   10.48    5.07  264.79  264.79  265.00
 20000101.002300    1    0.87   14.28    8.47    7.72   10.17    5.32  264.77  264.77  265.00
 20000101.002300    2    0.85   14.28    8.64    7.85   10.34    5.13  264.75  264.75  265.00
 20000101.002310    1    0.88   14.28    8.57    7.78   10.35    5.29  264.77  264.77  265.00
 20000101.002310    2    0.86   14.28    8.71    7.88   10.49    5.09  264.78  264.78  265.00
 20000101.002320    1    0.87   14.28    8.47    7.71   10.16    5.31  264.77  264.77  265.00
 20000101.002320    2    0.85   14.28    8.64    7.84   10.34    5.11  264.77  264.77  265.00
 20000101.002330    1    0.88   14.28    8.57    7.77   10.35    5.31  264.77  264.77  265.00
 20000101.002330    2    0.86   14.28    8.71    7.88   10.49    5.11  264.77  264.77  265.00
 20000101.002340    1    0.87   14.28    8.47    7.71   10.16    5.30  264.77  264.77  265.00
 20000101.002340    2    0.85   14.28    8.64    7.84   10.35    5.10  264.78  264.78  265.00
 20000101.002350    1    0.88   14.28    8.57    7.77   10.35    5.32  264.76  264.76  265.00
 20000101.002350    2    0.86   14.28    8.70    7.87   10.48    5.10  264.77  264.77  265.00
 20000101.002400    1    0.87   14.28    8.47    7.71   10.16    5.29  264.77  264.77  265.00
 20000101.002400    2    0.85   14.28    8.64    7.84   10.35    5.12  264.76  264.76  265.00
 20000101.002410    1    0.88   14.28    8.57    7.77   10.34    5.31  264.77  264.77  265.00
 20000101.002410    2    0.86   14.28    8.69    7.86   10.48    5.08  264.78  264.78  265.00
 20000101.002420    1    0.87   14.28    8.47    7.70   10.16    5.30  264.77  264.77  265.00
 20000101.002420    2    0.85   14.28    8.64    7.84   10.35    5.14  264.75  264.75  265.00
 20000101.002430    1    0.88   14.28    8.56    7.76   10.34    5.30  264.77  264.77  265.00
 20000101.002430    2    0.86   14.28    8.69    7.86   10.48    5.07  264.79  264.79  265.00
 20000101.002440    1    0.87   14.28    8.47    7.70   10.16    5.31  264.77  264.77  265.00
 20000101.002440    2    0.85   14.28    8.63    7.83   10.34    5.14  264.75  264.75  265.00
